dbms,TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CONSTRAINT_TYPE,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Full_Time_Employees_Actuals_Test,FTE Type,8,nvarchar,100,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Full_Time_Employees_Actuals_Test,Per Diem,9,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Full_Time_Employees_Actuals_Test,Apr,10,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Full_Time_Employees_Actuals_Test,May,11,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Full_Time_Employees_Actuals_Test,Jun,12,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Full_Time_Employees_Actuals_Test,Jul,13,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Full_Time_Employees_Actuals_Test,Aug,14,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Full_Time_Employees_Actuals_Test,Sep,15,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Full_Time_Employees_Actuals_Test,Oct,16,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Full_Time_Employees_Actuals_Test,Nov,17,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Full_Time_Employees_Actuals_Test,Dec,18,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Full_Time_Employees_Actuals_Test,Jan,19,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Full_Time_Employees_Actuals_Test,Feb,20,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Full_Time_Employees_Actuals_Test,Mar,21,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Full_Time_Employees_Actuals_Test,Number,22,varchar,255,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Full_Time_Employees_Actuals_Test,FY,23,nvarchar,255,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_View_PhaseWithCosts_Actuals_Aggregated_Test,Phase_Name,1,varchar,255,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_View_PhaseWithCosts_Actuals_Aggregated_Test,Color_Of_Money,2,varchar,29,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_View_PhaseWithCosts_Actuals_Aggregated_Test,CR_Sequence_ID,3,int,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_View_PhaseWithCosts_Actuals_Aggregated_Test,Number,4,varchar,255,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_View_PhaseWithCosts_Actuals_Aggregated_Test,FY,5,nvarchar,255,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_View_PhaseWithCosts_Actuals_Aggregated_Test,Hours/Cost Sum,6,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_View_PhaseWithCosts_Actuals_Aggregated_Test,GateDate,7,date,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,ID,1,int,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,Resource Name,2,nvarchar,250,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,Work Package,3,nvarchar,250,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,Branch,4,nvarchar,100,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,Service line,5,nvarchar,100,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,Deliverable,6,nvarchar,100,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,Fund,7,int,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,FTE Type blank to remove,8,nvarchar,100,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,Per Diem,9,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,Apr,10,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,May,11,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,Jun,12,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,Jul,13,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,Aug,14,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,Sep,15,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,Oct,16,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,Nov,17,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,Dec,18,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,Jan,19,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,Feb,20,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,Mar,21,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,Number,22,varchar,255,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_Consultants_Actuals_Test,FY,23,nvarchar,255,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_View_Actuals_Data_Pivoted_Test,ForeID,1,int,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_View_Actuals_Data_Pivoted_Test,Color_Of_Money,2,varchar,29,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_View_Actuals_Data_Pivoted_Test,CR_Sequence_ID,3,int,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_View_Actuals_Data_Pivoted_Test,Number,4,varchar,255,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_View_Actuals_Data_Pivoted_Test,FY,5,nvarchar,255,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_View_Actuals_Data_Pivoted_Test,Month,6,nvarchar,128,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_View_Actuals_Data_Pivoted_Test,Hours/Cost,7,decimal,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_View_Actuals_Data_Pivoted_Test,Month_Date,8,date,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BB Actual-PS,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BB Actual-Salary,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BB Line-PS,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BB Line-Salary,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BB Planned-PS,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BB Planned-Salary,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_CR_Sequence_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,SL maxouts,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,TFA Branch Limits,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,TLFactor,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,sysdiagrams,principal_id
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_CR_Sequence_Test,Number
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_CR_Sequence_Test,Number
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Resource_TFATask_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_TFATask,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_TFATask_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_TFATask_Test2,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,resourceToBranch,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,Salary,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Operation_&_Maintenance_Actuals_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Operation_&_Maintenance_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_PlannedTaskEffort,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_PlannedTaskEffort_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_PlannedTaskEffort_Test1,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Project_Phase_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Capital_Salary_Actuals_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Consultants_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_CR_Sequence_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Full_Time_Employees_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Full_Time_Employees_Test3,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Gating_Table,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Resource,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_ActualTaskEffort_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Capital_Infrastructure_Actuals_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Capital_Infrastructure_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Capital_Professional_Services_Actuals_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Capital_Professional_Services_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,CustomerT,CustomerID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,sysdiagrams,diagram_id
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,Users,UserID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM_BExEntriesExpanded_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM_BExEntriesExpanded_Test2,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Resource_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,Import CATS Pending data,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,Import CATS Rejected data,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM_Project,Number
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM_Project,Rec_Order_Num
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM_Approval_Registry,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM_Project,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_PlannedTaskEffort_Test1,ResourceTFATaskID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Resource_TFATask,TaskCode
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Resource_TFATask_Test,ResourceID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Resource_TFATask,TFATaskID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Resource_TFATask_Test,TFATaskID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,Import CATS Approval data,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_CR_Sequence_Test,Number
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Full_Time_Employees_Test,Number
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Operation_&_Maintenance_Actuals_Test,Number
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Operation_&_Maintenance_Test,Number
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_PlannedTaskEffort_Test,Resource_TFATaskID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_PlannedTaskEffort,TFATaskID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Capital_Infrastructure_Test,Number
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Capital_Professional_Services_Actuals_Test,Number
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Capital_Professional_Services_Test,Number
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Capital_Salary_Actuals_Test,Number
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Capital_Salary_Test,Number
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Consultants_Test,Number
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,CC,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM_Approval_Registry,Project
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM_BExEntriesExpanded_Test,Project
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM_BExEntriesExpanded_Test2,Project
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_ActualTaskEffort_Test,PlannedTaskEffortID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,ID,1,int,NULL,PRIMARY KEY,dbo,BBM2_Capital_Infrastructure_Actuals_Test,Number
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,Phase,2,float,NULL,NULL,NULL,NULL,NULL
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BB Actual-PS,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BB Actual-Salary,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BB Line-PS,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BB Line-Salary,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BB Planned-PS,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BB Planned-Salary,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_CR_Sequence_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,SL maxouts,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,TFA Branch Limits,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,TLFactor,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,sysdiagrams,principal_id
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_CR_Sequence_Test,Number
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_CR_Sequence_Test,Number
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_Resource_TFATask_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_TFATask,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_TFATask_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_TFATask_Test2,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,resourceToBranch,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,Salary,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_Operation_&_Maintenance_Actuals_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_Operation_&_Maintenance_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_PlannedTaskEffort,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_PlannedTaskEffort_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_PlannedTaskEffort_Test1,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_Project_Phase_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_Capital_Salary_Actuals_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_Consultants_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_CR_Sequence_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_Full_Time_Employees_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_Full_Time_Employees_Test3,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_Gating_Table,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_Resource,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_ActualTaskEffort_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_Capital_Infrastructure_Actuals_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_Capital_Infrastructure_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_Capital_Professional_Services_Actuals_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM2_Capital_Professional_Services_Test,ID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,CustomerT,CustomerID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,sysdiagrams,diagram_id
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,Users,UserID
sqlserver,PMD_DCSP-sqldb,dbo,BBM2_PlannedTaskEffort,TFATaskID,3,int,NULL,FOREIGN KEY,dbo,BBM_BExEntriesExpanded_Test,ID
